CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE,Latitude,Longitude,Community Board,Council District,Census Tract,BIN,BBL,NTA
50079025,NO. 8 KITCHEN & BAR,Queens,3528,FARRINGTON ST,11354,9178602086,Chinese,05/16/2019,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,27,N,,08/28/2021,Cycle Inspection / Initial Inspection,40.76403582,-73.83162147,407,20,86900,4450171,4049580040,QN22
41628404,F.OTTOMANELLI BURGERS & BELGIUM FRIES,Queens,60-15,WOODSIDE AVENUE,11377,7184467489,American,12/03/18,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,10,A,12/03/18,08/28/2021,Cycle Inspection / Re-inspection,40.74506803,-73.90428452,402,26,25900,4030037,4012930001,QN63
41236382,DUNKIN,Brooklyn,9243,4 AVENUE,11209,7187454060,Donuts,03/20/2019,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,03/20/2019,08/28/2021,Cycle Inspection / Initial Inspection,40.61739776,-74.03054478,310,43,5800,3000000,3061080007,BK31
50086941,BEST WOK NO 1,Brooklyn,3411A,AVENUE H,,7184349785,Chinese,08/29/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,08/29/2019,08/28/2021,Cycle Inspection / Re-inspection,0,0,,,,,3,
50086941,BEST WOK NO 1,Brooklyn,3411A,AVENUE H,,7184349785,Chinese,08/29/2019,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,08/29/2019,08/28/2021,Cycle Inspection / Re-inspection,0,0,,,,,3,
41631052,ONE STOP BEER SHOP,Brooklyn,134,KINGSLAND AVENUE,11222,7185990128,American,03/30/2017,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,19,,,08/28/2021,Cycle Inspection / Initial Inspection,40.72099094,-73.94087505,301,34,44900,3069850,3028340001,BK90
50103346,BROOKLYN NATIONAL DELI,Manhattan,625,8 AVENUE,10018,5167768138,,01/01/00,,,,Not Applicable,,,,08/28/2021,,40.75618542,-73.99056473,104,3,11500,1083268,1010320029,MN15
50102296,BIG JOHN'S COFFEE SHOP & GRILL,Brooklyn,876,4 AVENUE,11232,7189651808,American,02/05/20,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,N,,08/28/2021,Pre-permit (Non-operational) / Initial Inspection,40.65668239,-74.00196424,307,38,10100,3010004,3006760045,BK32
50043671,PADDY'S OF PARK SLOPE,Brooklyn,273,13 STREET,11215,7184997553,American,02/01/17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,11,A,02/01/17,08/28/2021,Cycle Inspection / Re-inspection,40.6665465,-73.98783793,306,39,13900,3023250,3010290074,BK37
41642324,TRADESMAN,Brooklyn,222,BUSHWICK AVENUE,11206,7183865300,American,08/22/2018,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,17,,,08/28/2021,Cycle Inspection / Initial Inspection,40.70814493,-73.93993066,301,34,49300,3071161,3030540020,BK78
50059578,EXCELLENT DUMPLING HOUSE,Manhattan,165,WEST   23 STREET,10011,2129898885,Chinese,04/14/2017,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,A,04/14/2017,08/28/2021,Pre-permit (Operational) / Re-inspection,40.74363389,-73.9945254,104,3,9100,1014944,1007990008,MN13
41097313,LA FLOR DEL PARAISO RESTAURANT,Queens,1715,CORNELIA STREET,11385,7183812970,Spanish,08/29/2018,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,60,C,08/29/2018,08/28/2021,Cycle Inspection / Re-inspection,40.70034574,-73.90545256,405,34,55100,4082752,4034610053,QN20
50009874,EL PALACIO SEAFOOD MARKET,Manhattan,1049,SAINT NICHOLAS AVENUE,10032,2125680770,Seafood,02/15/2019,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,18,,,08/28/2021,Cycle Inspection / Initial Inspection,40.83647053,-73.94003118,112,7,24500,1062949,1021220153,MN36
41087130,FRESH & CO,Manhattan,569,LEXINGTON AVENUE,10022,2122232670,American,12/12/17,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,7,A,12/12/17,08/28/2021,Cycle Inspection / Initial Inspection,40.75690977,-73.97204402,106,4,10000,1036458,1013057501,MN19
50014052,RED LOBSTER,Brooklyn,455,GATEWAY DRIVE,11239,4072455773,Seafood,03/22/2018,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,13,A,03/22/2018,08/28/2021,Cycle Inspection / Re-inspection,40.6509838,-73.86929376,305,42,107000,3348836,3044520550,BK82
